LightGraphs.SimpleWeightedGraph,4,6,u,Shastry-Sutherland_N4,1,Int64,Float64,simpleweightedgraph
18,19,1.0
12,20,1.0
13,20,2.0
19,20,1.0
13,21,1.0
20,21,1.0
14,22,1.0
15,22,2.0
21,22,1.0
15,23,1.0
22,23,1.0
9,24,2.0
16,24,1.0
17,24,1.0
23,24,1.0
17,25,1.0
17,26,2.0
18,26,1.0
25,26,1.0
19,27,1.0
26,27,1.0
19,28,2.0
20,28,1.0
27,28,1.0
21,29,1.0
28,29,1.0
21,30,2.0
22,30,1.0
29,30,1.0
23,31,1.0
30,31,1.0
23,32,2.0
24,32,1.0
25,32,1.0
31,32,1.0
25,33,1.0
26,34,1.0
27,34,2.0
33,34,1.0
27,35,1.0
34,35,1.0
28,36,1.0
29,36,2.0
35,36,1.0
29,37,1.0
36,37,1.0
30,38,1.0
31,38,2.0
37,38,1.0
31,39,1.0
38,39,1.0
25,40,2.0
32,40,1.0
33,40,1.0
39,40,1.0
33,41,1.0
33,42,2.0
34,42,1.0
41,42,1.0
35,43,1.0
42,43,1.0
35,44,2.0
36,44,1.0
43,44,1.0
37,45,1.0
44,45,1.0
37,46,2.0
38,46,1.0
45,46,1.0
39,47,1.0
46,47,1.0
39,48,2.0
40,48,1.0
41,48,1.0
47,48,1.0
41,49,1.0
42,50,1.0
43,50,2.0
49,50,1.0
43,51,1.0
50,51,1.0
44,52,1.0
45,52,2.0
51,52,1.0
45,53,1.0
52,53,1.0
46,54,1.0
47,54,2.0
53,54,1.0
47,55,1.0
54,55,1.0
41,56,2.0
48,56,1.0
49,56,1.0
55,56,1.0
1,57,1.0
8,57,2.0
49,57,1.0
2,58,1.0
49,58,2.0
50,58,1.0
57,58,1.0
2,59,2.0
3,59,1.0
51,59,1.0
58,59,1.0
4,60,1.0
51,60,2.0
52,60,1.0
59,60,1.0
4,61,2.0
5,61,1.0
53,61,1.0
60,61,1.0
6,62,1.0
53,62,2.0
54,62,1.0
61,62,1.0
6,63,2.0
7,63,1.0
55,63,1.0
62,63,1.0
8,64,1.0
55,64,2.0
56,64,1.0
57,64,1.0
63,64,1.0
LightGraphs.SimpleWeightedGraph,4,6,u,Shastry-Sutherland_N4_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,1.0
2,3,1.0
1,4,1.0
2,4,1.0
3,4,1.0
LightGraphs.SimpleWeightedGraph,16,40,u,Shastry-Sutherland_N16_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
2,3,1.0
1,4,1.0
3,4,1.0
1,5,1.0
1,6,1.0
2,6,1.0
5,6,1.0
3,7,1.0
6,7,1.0
3,8,1.0
4,8,1.0
5,8,1.0
7,8,1.0
5,9,1.0
6,10,1.0
7,10,1.0
9,10,1.0
7,11,1.0
10,11,1.0
5,12,1.0
8,12,1.0
9,12,1.0
11,12,1.0
1,13,1.0
4,13,1.0
9,13,1.0
2,14,1.0
9,14,1.0
10,14,1.0
13,14,1.0
2,15,1.0
3,15,1.0
11,15,1.0
14,15,1.0
4,16,1.0
11,16,1.0
12,16,1.0
13,16,1.0
15,16,1.0
LightGraphs.SimpleWeightedGraph,36,90,u,Shastry-Sutherland_N36_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
2,3,1.0
3,4,1.0
4,5,1.0
1,6,1.0
5,6,1.0
1,7,1.0
1,8,1.0
2,8,1.0
7,8,1.0
3,9,1.0
8,9,1.0
3,10,1.0
4,10,1.0
9,10,1.0
5,11,1.0
10,11,1.0
5,12,1.0
6,12,1.0
7,12,1.0
11,12,1.0
7,13,1.0
8,14,1.0
9,14,1.0
13,14,1.0
9,15,1.0
14,15,1.0
10,16,1.0
11,16,1.0
15,16,1.0
11,17,1.0
16,17,1.0
7,18,1.0
12,18,1.0
13,18,1.0
17,18,1.0
13,19,1.0
13,20,1.0
14,20,1.0
19,20,1.0
15,21,1.0
20,21,1.0
15,22,1.0
16,22,1.0
21,22,1.0
17,23,1.0
22,23,1.0
17,24,1.0
18,24,1.0
19,24,1.0
23,24,1.0
19,25,1.0
20,26,1.0
21,26,1.0
25,26,1.0
21,27,1.0
26,27,1.0
22,28,1.0
23,28,1.0
27,28,1.0
23,29,1.0
28,29,1.0
19,30,1.0
24,30,1.0
25,30,1.0
29,30,1.0
1,31,1.0
6,31,1.0
25,31,1.0
2,32,1.0
25,32,1.0
26,32,1.0
31,32,1.0
2,33,1.0
3,33,1.0
27,33,1.0
32,33,1.0
4,34,1.0
27,34,1.0
28,34,1.0
33,34,1.0
4,35,1.0
5,35,1.0
29,35,1.0
34,35,1.0
6,36,1.0
29,36,1.0
30,36,1.0
31,36,1.0
35,36,1.0
LightGraphs.SimpleWeightedGraph,64,160,u,Shastry-Sutherland_N64_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
2,3,1.0
3,4,1.0
4,5,1.0
5,6,1.0
6,7,1.0
1,8,1.0
7,8,1.0
1,9,1.0
1,10,1.0
2,10,1.0
9,10,1.0
3,11,1.0
10,11,1.0
3,12,1.0
4,12,1.0
11,12,1.0
5,13,1.0
12,13,1.0
5,14,1.0
6,14,1.0
13,14,1.0
7,15,1.0
14,15,1.0
7,16,1.0
8,16,1.0
9,16,1.0
15,16,1.0
9,17,1.0
10,18,1.0
11,18,1.0
17,18,1.0
11,19,1.0
18,19,1.0
12,20,1.0
13,20,1.0
19,20,1.0
13,21,1.0
20,21,1.0
14,22,1.0
15,22,1.0
21,22,1.0
15,23,1.0
22,23,1.0
9,24,1.0
16,24,1.0
17,24,1.0
23,24,1.0
17,25,1.0
17,26,1.0
18,26,1.0
25,26,1.0
19,27,1.0
26,27,1.0
19,28,1.0
20,28,1.0
27,28,1.0
21,29,1.0
28,29,1.0
21,30,1.0
22,30,1.0
29,30,1.0
23,31,1.0
30,31,1.0
23,32,1.0
24,32,1.0
25,32,1.0
31,32,1.0
25,33,1.0
26,34,1.0
27,34,1.0
33,34,1.0
27,35,1.0
34,35,1.0
28,36,1.0
29,36,1.0
35,36,1.0
29,37,1.0
36,37,1.0
30,38,1.0
31,38,1.0
37,38,1.0
31,39,1.0
38,39,1.0
25,40,1.0
32,40,1.0
33,40,1.0
39,40,1.0
33,41,1.0
33,42,1.0
34,42,1.0
41,42,1.0
35,43,1.0
42,43,1.0
35,44,1.0
36,44,1.0
43,44,1.0
37,45,1.0
44,45,1.0
37,46,1.0
38,46,1.0
45,46,1.0
39,47,1.0
46,47,1.0
39,48,1.0
40,48,1.0
41,48,1.0
47,48,1.0
41,49,1.0
42,50,1.0
43,50,1.0
49,50,1.0
43,51,1.0
50,51,1.0
44,52,1.0
45,52,1.0
51,52,1.0
45,53,1.0
52,53,1.0
46,54,1.0
47,54,1.0
53,54,1.0
47,55,1.0
54,55,1.0
41,56,1.0
48,56,1.0
49,56,1.0
55,56,1.0
1,57,1.0
8,57,1.0
49,57,1.0
2,58,1.0
49,58,1.0
50,58,1.0
57,58,1.0
2,59,1.0
3,59,1.0
51,59,1.0
58,59,1.0
4,60,1.0
51,60,1.0
52,60,1.0
59,60,1.0
4,61,1.0
5,61,1.0
53,61,1.0
60,61,1.0
6,62,1.0
53,62,1.0
54,62,1.0
61,62,1.0
6,63,1.0
7,63,1.0
55,63,1.0
62,63,1.0
8,64,1.0
55,64,1.0
56,64,1.0
57,64,1.0
63,64,1.0
LightGraphs.SimpleWeightedGraph,4,6,u,Shastry-Sutherland_N4_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,1.0
2,3,1.0
1,4,1.0
2,4,1.0
3,4,1.0
LightGraphs.SimpleWeightedGraph,16,40,u,Shastry-Sutherland_N16_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
2,3,1.0
1,4,1.0
3,4,1.0
1,5,1.0
1,6,1.0
2,6,1.0
5,6,1.0
3,7,1.0
6,7,1.0
3,8,1.0
4,8,1.0
5,8,1.0
7,8,1.0
5,9,1.0
6,10,1.0
7,10,1.0
9,10,1.0
7,11,1.0
10,11,1.0
5,12,1.0
8,12,1.0
9,12,1.0
11,12,1.0
1,13,1.0
4,13,1.0
9,13,1.0
2,14,1.0
9,14,1.0
10,14,1.0
13,14,1.0
2,15,1.0
3,15,1.0
11,15,1.0
14,15,1.0
4,16,1.0
11,16,1.0
12,16,1.0
13,16,1.0
15,16,1.0
LightGraphs.SimpleWeightedGraph,36,90,u,Shastry-Sutherland_N36_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
2,3,1.0
3,4,1.0
4,5,1.0
1,6,1.0
5,6,1.0
1,7,1.0
1,8,1.0
2,8,1.0
7,8,1.0
3,9,1.0
8,9,1.0
3,10,1.0
4,10,1.0
9,10,1.0
5,11,1.0
10,11,1.0
5,12,1.0
6,12,1.0
7,12,1.0
11,12,1.0
7,13,1.0
8,14,1.0
9,14,1.0
13,14,1.0
9,15,1.0
14,15,1.0
10,16,1.0
11,16,1.0
15,16,1.0
11,17,1.0
16,17,1.0
7,18,1.0
12,18,1.0
13,18,1.0
17,18,1.0
13,19,1.0
13,20,1.0
14,20,1.0
19,20,1.0
15,21,1.0
20,21,1.0
15,22,1.0
16,22,1.0
21,22,1.0
17,23,1.0
22,23,1.0
17,24,1.0
18,24,1.0
19,24,1.0
23,24,1.0
19,25,1.0
20,26,1.0
21,26,1.0
25,26,1.0
21,27,1.0
26,27,1.0
22,28,1.0
23,28,1.0
27,28,1.0
23,29,1.0
28,29,1.0
19,30,1.0
24,30,1.0
25,30,1.0
29,30,1.0
1,31,1.0
6,31,1.0
25,31,1.0
2,32,1.0
25,32,1.0
26,32,1.0
31,32,1.0
2,33,1.0
3,33,1.0
27,33,1.0
32,33,1.0
4,34,1.0
27,34,1.0
28,34,1.0
33,34,1.0
4,35,1.0
5,35,1.0
29,35,1.0
34,35,1.0
6,36,1.0
29,36,1.0
30,36,1.0
31,36,1.0
35,36,1.0
LightGraphs.SimpleWeightedGraph,64,160,u,Shastry-Sutherland_N64_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
2,3,1.0
3,4,1.0
4,5,1.0
5,6,1.0
6,7,1.0
1,8,1.0
7,8,1.0
1,9,1.0
1,10,1.0
2,10,1.0
9,10,1.0
3,11,1.0
10,11,1.0
3,12,1.0
4,12,1.0
11,12,1.0
5,13,1.0
12,13,1.0
5,14,1.0
6,14,1.0
13,14,1.0
7,15,1.0
14,15,1.0
7,16,1.0
8,16,1.0
9,16,1.0
15,16,1.0
9,17,1.0
10,18,1.0
11,18,1.0
17,18,1.0
11,19,1.0
18,19,1.0
12,20,1.0
13,20,1.0
19,20,1.0
13,21,1.0
20,21,1.0
14,22,1.0
15,22,1.0
21,22,1.0
15,23,1.0
22,23,1.0
9,24,1.0
16,24,1.0
17,24,1.0
23,24,1.0
17,25,1.0
17,26,1.0
18,26,1.0
25,26,1.0
19,27,1.0
26,27,1.0
19,28,1.0
20,28,1.0
27,28,1.0
21,29,1.0
28,29,1.0
21,30,1.0
22,30,1.0
29,30,1.0
23,31,1.0
30,31,1.0
23,32,1.0
24,32,1.0
25,32,1.0
31,32,1.0
25,33,1.0
26,34,1.0
27,34,1.0
33,34,1.0
27,35,1.0
34,35,1.0
28,36,1.0
29,36,1.0
35,36,1.0
29,37,1.0
36,37,1.0
30,38,1.0
31,38,1.0
37,38,1.0
31,39,1.0
38,39,1.0
25,40,1.0
32,40,1.0
33,40,1.0
39,40,1.0
33,41,1.0
33,42,1.0
34,42,1.0
41,42,1.0
35,43,1.0
42,43,1.0
35,44,1.0
36,44,1.0
43,44,1.0
37,45,1.0
44,45,1.0
37,46,1.0
38,46,1.0
45,46,1.0
39,47,1.0
46,47,1.0
39,48,1.0
40,48,1.0
41,48,1.0
47,48,1.0
41,49,1.0
42,50,1.0
43,50,1.0
49,50,1.0
43,51,1.0
50,51,1.0
44,52,1.0
45,52,1.0
51,52,1.0
45,53,1.0
52,53,1.0
46,54,1.0
47,54,1.0
53,54,1.0
47,55,1.0
54,55,1.0
41,56,1.0
48,56,1.0
49,56,1.0
55,56,1.0
1,57,1.0
8,57,1.0
49,57,1.0
2,58,1.0
49,58,1.0
50,58,1.0
57,58,1.0
2,59,1.0
3,59,1.0
51,59,1.0
58,59,1.0
4,60,1.0
51,60,1.0
52,60,1.0
59,60,1.0
4,61,1.0
5,61,1.0
53,61,1.0
60,61,1.0
6,62,1.0
53,62,1.0
54,62,1.0
61,62,1.0
6,63,1.0
7,63,1.0
55,63,1.0
62,63,1.0
8,64,1.0
55,64,1.0
56,64,1.0
57,64,1.0
63,64,1.0
